Date,Police_ref,Easting,Northing,Veh_ref,Cas_ref,Severity,Road_cond,Visibility,Casualties,Pedestrian,Cycles,P2W,OAPs,Children,Manoeuvre,Time,Vehicles,Roadclass1,Roadnum1,Road_Type,Speed_Lim,Junct_det,Junct_ctrl,Roadclass2,Roadnum2,Cross_ctrl,Cross_fac,Weather,SpCond,Carr_haz,Day,Location,Local_Auth,ReportedAt,Parish
20170705,17202047,529605,260694,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1600,2,3. A,428,1. Roundabout,50,1. Roundabout,4. Give way or Uncontrolled,3. A,1198,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,CAMBRIDGE ROAD A428 AT JN WITH ERMINE STREET SOUTH A1198,E07000012,2. No - accident was reported 'over the counter',177
20170705,17208925,539375,259480,,,2. Serious,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,1054,2,3. A,1303,1. Roundabout,60,1. Roundabout,4. Give way or Uncontrolled,3. A,428,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,MADINGLEY ROAD A1303 AT JN WITH ST NEOTS ROAD,E07000012,1. Yes,152
20170705,17208974,519459,257926,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,720,1,4. B,1046,6. Single carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,174,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,B1046 AT JN WITH POTTON ROAD,E07000011,1. Yes,1
20170706,17198010,547011,306500,,,1. Fatal,1. Dry,4. Darkness: street lights present and lit,3,0,0,0,0,0,0. No turn,113,1,4. B,1101,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,FRIDAY BRIDGE ROAD B1101 AT JN WITH GOSMOOR LANE,E07000010,1. Yes,69
20170706,17200911,555572,246736,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,2,0,0,0,0,0,0. No turn,210,2,3. A,1307,3. Dual carriageway,40,6. Crossroads,2. Automatic traffic signal,6. Unclassified,0,0. None,5. Ped. phase at traffic signal junction,1. Fine without high winds,0. None,0. None,5. Thursday,CAMBRIDGE ROAD A1307 AT JN WITH THE LIBRA COMPANY,E07000012,1. Yes,139
20170706,17201017,512819,293347,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,534,2,3. A,605,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,A605  HADDON,E07000011,1. Yes,104
20170706,17202268,550623,256013,,,2. Serious,1. Dry,1. Daylight,1,0,0,1,0,0,2. Right turn,915,2,5. C,235,6. Single carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,237,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,CAMBRIDGE ROAD AT JN WITH HINTON ROAD,E07000012,1. Yes,86
20170707,17201393,534307,290128,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,0,0,0. No turn,821,2,4. B,1096,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,BENWICK PRIMARY SCHOOL HIGH STREET B1096,E07000010,1. Yes,20
20170707,17201461,522914,273230,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,0,0,0. No turn,1445,2,3. A,141,1. Roundabout,60,1. Roundabout,4. Give way or Uncontrolled,4. B,1044,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,SPITTALS WAY AT JN WITH ERMINE STREET,E07000011,2. No - accident was reported 'over the counter',126
20170707,17202037,530652,260687,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1533,2,3. A,428,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,A428 WESTBOUND NEAR JN WITH ERMINE STREET A1198,E07000012,1. Yes,70
20170707,17202193,545194,311292,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,842,2,3. A,1101,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,OUTSIDE 105 SUTTON ROAD A1101,E07000010,1. Yes,138
20170707,17202239,559082,253519,,,2. Serious,1. Dry,1. Daylight,1,0,0,1,0,0,0. No turn,1222,2,6. Unclassified,0,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,SIX MILE BOTTOM ROAD NEAR JN WITH WADLOW FARM,E07000012,1. Yes,243
20170707,17202380,539621,285577,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,0,1,0. No turn,1528,1,5. C,332,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,WENNY ROAD,E07000010,1. Yes,43
20170707,17204719,542688,311810,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,1,0,2. Right turn,1415,2,5. C,13,6. Single carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,HIGH ROAD AT JN WITH GREEN LANE,E07000010,1. Yes,138
20170707,17214918,537520,274485,,,2. Serious,1. Dry,1. Daylight,2,0,0,0,0,0,0. No turn,1846,2,3. A,1123,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,HIGH STREET A1123,E07000011,1. Yes,21
20170707,17254118,528854,281473,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,0,0,2. Right turn,1400,3,4. B,1040,6. Single carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,112,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,RAMSEY ROAD (B1040) JN WITH BRIDGE STREET,E07000011,1. Yes,255
20170708,17201581,545752,260009,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,1500,2,3. A,1309,1. Roundabout,30,1. Roundabout,4. Give way or Uncontrolled,3. A,1134,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,MILTON ROAD ROUNADBOUT A1309 AT JN WITH HIGHWORTH AVENUE A1334,E07000008,2. No - accident was reported 'over the counter',37
20170708,17202311,533451,248087,,,2. Serious,1. Dry,1. Daylight,3,0,0,0,1,0,2. Right turn,1200,3,3. A,1198,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,OUTSIDE MINSTREL COURT A1198,E07000012,1. Yes,193
20170708,17206895,547817,262880,,,2. Serious,1. Dry,1. Daylight,1,0,1,0,0,0,1. Left turn,840,2,5. C,282,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,8. Central reservation,1. Fine without high winds,0. None,0. None,7. Saturday,HIGH STREET AT JN WITH FEN ROAD,E07000012,1. Yes,160
20170708,17213586,552909,277471,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,2055,3,3. A,10,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,ELY A10 NEAR JN WITH LITTLE THETFORD,E07000009,1. Yes,73
20170708,17198844,517925,292344,,,2. Serious,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1802,2,4. B,1091,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,216/BRITISH LEGION BROADWAY B1091,E07000011,1. Yes,263
20170709,17201677,534159,272730,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,1345,2,3. A,1123,6. Single carriageway,40,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,A1123 NEEDINGWORTH,E07000011,2. No - accident was reported 'over the counter',122
20170709,17202341,546732,260857,,,2. Serious,1. Dry,1. Daylight,1,0,1,0,0,0,1. Left turn,1400,2,5. C,279,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,GREEN END ROAD AT JN WITH GREEN PARK,E07000008,1. Yes,37
20170710,17202355,540637,248411,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,2. Right turn,1215,2,3. A,10,6. Single carriageway,50,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,27 ROYSTON ROAD A10,E07000012,1. Yes,85
20170710,17202370,544505,259021,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,1755,2,3. A,1303,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,THE PUNTER PUB NORTHAMPTON STREET AT JN WITH POUND HILL,E07000008,1. Yes,37
20170710,17202394,547911,261774,,,2. Serious,1. Dry,1. Daylight,2,0,0,0,0,0,0. No turn,840,2,3. A,14,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,JUNCTION 33 TO 34 EASTBOUND A14,E07000008,1. Yes,37
20170710,17202815,547326,256453,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,0,2,0,0,1,0. No turn,2230,2,5. C,235,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,CHERRY HINTON ROAD AT JN WITH UNKNOWN,E07000008,2. No - accident was reported 'over the counter',37
20170710,17202830,546905,256541,,,2. Serious,1. Dry,1. Daylight,1,0,0,1,0,0,2. Right turn,1909,3,5. C,235,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,2. Monday,233 CHERRY HINTON ROAD,E07000008,1. Yes,37
20170710,17204643,557758,260121,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,0,0,0. No turn,833,5,3. A,14,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,NEWMARKET BYPASS A14 EBC,E07000009,1. Yes,213
20170710,17198991,552518,259893,,,1. Fatal,1. Dry,6. Darkness: no street lighting,1,0,0,1,0,0,0. No turn,157,2,3. A,14,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,WESTBOUND CARRIAGEWAY A14 NEAR JN 35,E07000012,1. Yes,208
20170711,17201947,545135,257658,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,1,0,0,1,0. No turn,1520,2,5. C,296,1. Roundabout,30,2. Mini roundabout,4. Give way or Uncontrolled,3. A,603,0. None,8. Central reservation,2. Raining without high winds,0. None,0. None,3. Tuesday,TRUMPINGTON STREET AT JN WITH LENSFIELD ROAD A603,E07000008,2. No - accident was reported 'over the counter',37
20170711,17202459,541152,264154,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,0,0,0. No turn,1715,1,5. C,198,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,CAMBRIDGE ROAD,E07000012,2. No - accident was reported 'over the counter',166
20170711,17212735,530053,286993,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,0,0,2. Right turn,805,2,4. B,1096,6. Single carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,WOOD LANE B1096 AT JN WITH MUCHWOOD LANE,E07000011,1. Yes,184
20170711,17220388,548561,260231,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,0,0,2. Right turn,1906,2,4. B,1047,2. One way street,30,6. Crossroads,4. Give way or Uncontrolled,6. Unclassified,0,0. None,"4. Pelican, puffin, toucan etc.",2. Raining without high winds,0. None,0. None,3. Tuesday,HORNINGSEA ROAD B1047 AT JN WITH HIGH STREET,E07000012,1. Yes,79
20170711,17200932,537579,263511,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,1,0,2. Right turn,1100,2,6. Unclassified,0,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,OATLAND AVENUE AT JN WITH OTTER CLOSE,E07000012,2. No - accident was reported 'over the counter',14
20170712,17202538,547255,261894,,,3. Slight,1. Dry,1. Daylight,1,0,2,0,0,0,0. No turn,1830,2,3. A,14,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,CYCLE BRIDGE JUNCTION 33 A14,E07000008,2. No - accident was reported 'over the counter',37
20170712,17202614,557282,286652,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,1,0,0. No turn,1030,2,5. C,133,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,VICTORIA STREET,E07000009,2. No - accident was reported 'over the counter',147
20170712,17203902,533083,277874,,,2. Serious,2. Wet/Damp,1. Daylight,1,0,0,1,0,0,0. No turn,840,1,4. B,1040,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,8. Other,0. None,2. Other object in carriageway,4. Wednesday,WARBOYS ROAD B1040 PIDLEY,E07000011,1. Yes,182
20170712,17206804,554678,248941,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,0,0,0. No turn,1238,2,6. Unclassified,0,6. Single carriageway,60,6. Crossroads,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,HILDERSHAM ROAD AT JN WITH BEACH ROAD,E07000012,1. Yes,117
20170712,17209005,546050,308480,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,0,1,0. No turn,755,1,5. C,309,6. Single carriageway,40,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,WEASENHAM LANE AT JN WITH SANDALL ROAD,E07000010,1. Yes,253
20170712,17199847,519343,271985,,,1. Fatal,1. Dry,1. Daylight,3,0,0,0,0,0,0. No turn,1045,3,3. A,14,1. Roundabout,40,1. Roundabout,2. Automatic traffic signal,2. A(M),1,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,BRAMPTON HUT A14 AT JN WITH A(M)1,E07000011,1. Yes,26
20170713,17205048,547834,289354,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,1. Left turn,1255,3,4. B,1093,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,HIGH STREET B1093 AT JN WITH PARK ROAD,E07000010,1. Yes,153
20170713,17208506,551525,259656,,,3. Slight,1. Dry,1. Daylight,3,0,0,0,0,1,0. No turn,2010,1,3. A,14,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,JUNCTION 36 EASTBOUND A14,E07000012,1. Yes,208
20170713,17203043,551421,256349,,,2. Serious,1. Dry,1. Daylight,1,0,1,0,0,1,0. No turn,1645,2,5. C,237,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,8. Other,0. None,0. None,5. Thursday,OUTSIDE NUMBER 70 PIERCE LANE,E07000012,2. No - accident was reported 'over the counter',86
20170714,17202649,547911,254172,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,1625,2,6. Unclassified,0,1. Roundabout,40,1. Roundabout,4. Give way or Uncontrolled,3. A,1307,0. None,8. Central reservation,1. Fine without high winds,0. None,0. None,6. Friday,CHERRY HINTON ROAD AT JN WITH BABRAHAM ROAD A1307,E07000012,1. Yes,99
20170714,17208284,525544,270551,,,3. Slight,1. Dry,1. Daylight,9,0,0,0,0,8,0. No turn,1458,2,3. A,14,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,JUNCTION 24 A14 GODMANCHESTER,E07000011,1. Yes,126
20170714,17200891,532033,247486,,,2. Serious,1. Dry,6. Darkness: no street lighting,1,0,0,1,0,0,0. No turn,2157,1,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,FLECKS LANE NEAR JN WITH MILL LANE,E07000012,1. Yes,193
20170715,17202749,539051,259580,,,3. Slight,1. Dry,1. Daylight,2,0,2,0,0,1,0. No turn,1450,2,3. A,428,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,A428,E07000012,2. No - accident was reported 'over the counter',152
20170715,17202812,528727,266466,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,715,2,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,4 KIDMANS CLOSE,E07000011,1. Yes,118
20170715,17208931,533246,275043,,,3. Slight,2. Wet/Damp,1. Daylight,3,0,0,0,0,0,0. No turn,1206,2,4. B,1040,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,SOMERSHAM ROAD B1040 NEAR JN WITH WHEATSHEAF ROAD,E07000011,1. Yes,260
20170715,17202704,526627,259810,,,2. Serious,1. Dry,1. Daylight,5,0,0,0,1,0,2. Right turn,1101,2,3. A,428,6. Single carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,4. B,1040,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,ELTISLEY A428 AT JN WITH B1040,E07000012,1. Yes,71
20170716,17205036,546494,258928,,,2. Serious,1. Dry,1. Daylight,1,0,1,0,0,0,1. Left turn,840,2,3. A,1134,3. Dual carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,298,0. None,8. Central reservation,1. Fine without high winds,0. None,0. None,1. Sunday,NEWMARKET ROAD A1134 AT JN WITH COLDHAMS LANE,E07000008,1. Yes,37
20170716,17203795,511595,293157,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,0,0,0. No turn,512,1,3. A,605,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,A605 NEAR JN WITH BULLOCK ROAD,E07000011,1. Yes,72
20170717,17204006,540282,308363,,,2. Serious,1. Dry,1. Daylight,3,0,0,1,0,0,0. No turn,1610,2,4. B,1166,6. Single carriageway,60,9. Other,4. Give way or Uncontrolled,5. C,20,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,HIGH SIDE B1166 AT JN WITH LEVERINGTON COMMON B1166,E07000010,1. Yes,179
20170717,17204696,555247,278714,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,2. Right turn,735,3,3. A,142,6. Single carriageway,40,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,STUNTNEY CAUSEWAY A142,E07000009,2. No - accident was reported 'over the counter',73
20170717,17204899,554485,280697,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,0,1,0. No turn,830,1,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,NEW BARNS ROAD NEAR JN WITH DEACONS LANE,E07000009,2. No - accident was reported 'over the counter',73
20170717,17209020,528216,284088,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,2,0,0. No turn,1550,3,5. C,111,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,UPWOOD ROAD NEAR JN WITH GRENFELL ROAD,E07000011,1. Yes,34
20170717,17202838,518717,259090,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,1,0,0. No turn,1300,2,4. B,1046,6. Single carriageway,30,3. T & Stag Jct,2. Automatic traffic signal,4. B,1046,0. None,5. Ped. phase at traffic signal junction,1. Fine without high winds,0. None,0. None,2. Monday,CROMWELL ROAD B1046 AT JN WITH POTTON ROAD B1046,E07000011,2. No - accident was reported 'over the counter',189
20170718,17203117,545896,259720,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,815,2,3. A,1303,1. Roundabout,30,1. Roundabout,4. Give way or Uncontrolled,3. A,1134,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,CHESTERTON ROAD A1303 AT JN WITH ELIZABETH WAY A1134,E07000008,1. Yes,37
20170718,17203730,529671,260667,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1720,2,3. A,428,1. Roundabout,60,1. Roundabout,4. Give way or Uncontrolled,3. A,1198,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,A428 AT JN WITH A1198,E07000012,2. No - accident was reported 'over the counter',70
20170718,17203754,540015,259419,,,2. Serious,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,2045,1,3. A,1303,6. Single carriageway,40,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,NEAR TO WOODFILED HOUSE MADINGLEY ROAD A1303,E07000012,1. Yes,152
20170718,17203844,530522,272265,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,1,3. Both left & right turns,1200,2,6. Unclassified,0,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,ADAMS DRIVE AT JN WITH KNIGHTS WAY,E07000011,2. No - accident was reported 'over the counter',186
20170718,17204670,551156,256396,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,1,0,0. No turn,1652,2,5. C,237,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,234,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,HINTON ROAD,E07000012,1. Yes,86
20170718,17212981,545809,258295,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,1,0,0. No turn,1302,1,3. A,603,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,3. Tuesday,197 (COURT) EAST ROAD A603 NEAR JN WITH MILL ROAD,E07000008,1. Yes,37
20170718,17219626,538588,303202,,,2. Serious,1. Dry,1. Daylight,1,0,0,0,1,0,0. No turn,1635,2,3. A,47,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,THORNEY ROAD A47 NEAR JN WITH GULL ROAD,E07000010,1. Yes,254
20170720,17205108,527328,296601,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,0,0,0. No turn,752,2,4. B,1093,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,74 STATION ROAD B1093,E07000010,1. Yes,245
20170720,17205590,546221,259838,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,900,2,5. C,279,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,OUTSIDE POST OFFICE HIGH STREET,E07000008,2. No - accident was reported 'over the counter',37
20170720,17206222,559181,276755,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1916,1,5. C,141,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,"NORTHFIELD ROAD NEAR JN WITH BROADHILL DROVE, SOHAM",E07000009,1. Yes,197
20170720,17208373,546690,256590,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,1. Left turn,1250,2,5. C,235,6. Single carriageway,20,8. Pri Drive,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,167 CHERRY HINTON ROAD,E07000008,1. Yes,37
20170720,17209050,529357,247861,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,0,0,2. Right turn,949,2,4. B,1042,6. Single carriageway,60,8. Pri Drive,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,TOP FARM ENTRANCE LOWER ROAD B1042,E07000012,1. Yes,57
20170720,17204075,545725,258168,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,1. Left turn,2020,2,3. A,603,6. Single carriageway,30,6. Crossroads,2. Automatic traffic signal,5. C,280,0. None,5. Ped. phase at traffic signal junction,1. Fine without high winds,0. None,0. None,5. Thursday,GONVILLE PLACE A603 AT JN WITH PARKSIDE,E07000008,1. Yes,37
20170721,17206937,529735,277542,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,1,0,2. Right turn,1719,2,3. A,141,6. Single carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,327,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,A141 AT JN WITH WARBOYS ROAD,E07000011,1. Yes,169
20170721,17208552,559826,266139,,,2. Serious,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,800,2,4. B,1103,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,NEWMARKET ROAD B1103 BURWELL,E07000009,1. Yes,33
20170721,17212612,542878,243971,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,0,2,0. No turn,1440,3,3. A,505,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,A505 NEAR JN WITH CHRISHALL ROAD,E07000012,1. Yes,84
20170721,17212824,524823,270978,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1840,2,3. A,14,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,A14,E07000011,1. Yes,126
